employee_id,name,years_in_company,department,education_level,job_level,current_salary,previous_promotions,last_promotion_year,performance_score,manager_feedback,peer_feedback,kpi_score,training_hours_completed,certifications_count,innovation_score,attendance_rate,overtime_hours,internal_initiatives,team_collaboration_score,mentorship_score,disciplinary_actions,project_delivery_success_rate,client_feedback_score,skill_progression_score,cross_functional_exposure,workload_balance,learning_agility,department_budget_factor,vacant_positions_in_level,policy_override_flag,remote_work_eligibility,promotion_received,salary_increase_percent
E04542,Erin Ortega,4,Sales,Bachelor,Entry,516434,0,2023,3.27,3.27,4.37,1.0,24,2,0.47,0.91,43,3,0.69,0.41,0,0.97,4.58,0.72,2,0.93,0.73,1.05,2,False,False,1,14
E03930,Mary Copeland,11,IT,Master,Manager,2048905,1,2022,3.62,2.86,3.51,1.0,38,0,0.24,0.95,17,1,0.71,0.71,0,1.0,4.56,0.68,0,0.43,0.89,1.1,2,False,True,1,15
E00286,Elaine Brooks,19,Sales,Bachelor,Mid,787688,3,2024,2.93,3.22,2.79,1.0,47,4,0.32,0.92,12,0,0.81,0.89,0,1.0,5.0,0.93,4,0.92,0.57,1.19,1,False,False,1,9
E04769,Kiara Santana,17,Operations,Bachelor,Mid,817319,0,2012,3.51,4.23,3.04,0.97,36,3,0.52,0.93,11,1,0.67,1.0,0,0.8,4.65,0.71,2,0.47,1.0,1.18,2,False,True,1,9
E01732,Katelyn Kim,20,Operations,Master,Mid,885840,2,2022,3.88,3.56,3.86,1.0,42,4,0.67,0.91,0,1,0.67,0.85,0,0.93,3.61,0.83,1,0.6,0.86,1.12,3,False,False,1,14
E02083,Robert Hopkins,15,HR,Bachelor,Mid,765000,3,2010,3.64,4.18,2.79,1.0,30,3,0.32,0.9,14,1,0.83,0.63,0,0.74,4.09,0.68,3,1.0,0.97,1.3,1,False,True,1,12
E04752,Jonathan Perez,15,Operations,Bachelor,Senior,1482991,2,2022,3.81,2.66,3.35,1.0,34,3,0.7,0.92,96,2,0.81,0.86,0,0.83,4.87,0.34,4,0.6,0.53,1.23,0,False,True,1,11
E01854,Robert Chang,9,IT,Bachelor,Entry,531783,3,2021,3.46,2.65,2.98,1.0,37,3,0.55,0.94,13,3,0.81,0.31,0,1.0,3.85,0.76,1,0.14,0.85,1.07,0,True,True,1,18
E01546,Deanna Webb,21,Operations,Master,Entry,622624,0,2024,2.75,3.64,3.19,1.0,42,5,0.26,0.95,50,0,0.88,0.92,0,0.97,4.6,0.6,3,0.53,0.68,1.21,0,False,False,1,9
E03411,Kimberly Lloyd,14,IT,PhD,Mid,946046,0,2018,3.52,3.45,3.23,0.96,20,4,0.34,0.95,43,0,1.0,0.88,0,0.92,5.0,0.75,2,0.92,0.6,1.11,2,False,True,1,16
E03775,Rachel Chan,11,IT,Master,Mid,837364,2,2014,3.85,3.89,2.84,1.0,27,2,0.34,0.94,23,2,0.95,0.9,0,0.97,4.18,0.74,2,0.39,0.89,1.05,0,False,False,1,15
E02371,Ronnie Powers,16,Finance,Bachelor,Manager,2002730,1,2012,3.62,3.03,3.12,0.97,62,6,0.42,0.91,8,2,1.0,0.91,0,0.93,3.69,1.0,2,0.83,0.68,1.09,0,True,False,1,13
E02301,Joseph Chapman,10,Legal,Bachelor,Senior,1305525,1,2021,3.28,3.14,3.17,1.0,55,3,0.33,0.98,31,0,1.0,0.81,0,0.96,5.0,0.74,4,0.36,0.63,1.13,0,False,True,1,9
E01105,Shawn Scott,9,Sales,Master,Senior,1400420,2,2020,3.61,3.6,2.6,1.0,32,6,0.55,0.96,10,2,0.87,0.76,0,1.0,4.01,0.89,3,1.0,0.87,1.16,1,False,True,1,13
E03748,Anna Lee,13,Sales,Diploma,Senior,1447568,0,2021,3.15,3.17,3.28,0.9,49,0,0.19,0.92,17,2,0.79,0.89,0,0.92,5.0,0.86,2,0.54,0.69,1.28,3,False,True,1,17
E04686,Michael Jackson,9,IT,Master,Mid,867877,2,2025,3.3,3.41,3.64,1.0,39,2,0.45,0.91,74,1,0.99,0.72,0,0.99,4.25,0.75,0,0.57,0.85,1.12,0,False,False,1,12
E02834,Christina Le MD,14,Operations,Diploma,Leadership,3456109,0,2013,3.77,3.39,4.1,1.0,46,1,0.3,0.96,40,0,0.79,0.69,0,0.73,5.0,0.86,2,0.57,0.82,1.13,0,False,True,1,18
E04923,Marcus Johnson,16,HR,Bachelor,Senior,1302147,1,2019,3.58,4.09,3.13,1.0,31,2,0.48,0.98,28,2,0.73,0.77,0,0.87,4.2,0.85,3,1.0,0.48,1.14,0,False,True,1,17
E04566,Casey Terrell,5,Legal,Master,Entry,510000,0,2025,3.93,3.39,3.96,0.99,10,2,0.35,0.97,45,0,0.83,0.39,0,0.71,4.21,0.84,0,0.9,1.0,1.26,3,False,True,1,8
E02394,Donald Fisher,9,Operations,Bachelor,Entry,661965,1,2020,3.41,3.74,2.99,1.0,36,1,0.37,0.94,31,2,0.75,0.52,0,1.0,4.0,0.94,2,0.65,0.53,1.14,1,False,True,1,13
E01548,Kevin Alvarado,22,Operations,Bachelor,Mid,914272,1,2020,3.32,2.51,2.9,1.0,37,4,0.28,0.94,6,0,0.82,0.95,0,0.79,4.74,0.84,3,0.73,0.85,1.2,3,True,True,1,18
E03586,Matthew Garcia,6,Operations,PhD,Mid,765000,2,2020,3.23,2.55,3.56,1.0,48,1,0.28,0.91,5,3,0.81,0.64,0,0.94,4.38,0.61,2,0.41,0.79,1.3,3,False,False,1,11
E00568,Lauren Jackson,14,Sales,Bachelor,Entry,510000,1,2024,3.18,2.79,3.39,0.98,29,4,0.39,0.92,59,2,0.91,0.73,0,0.9,4.32,0.81,4,1.0,0.59,1.11,2,True,False,1,14
E00034,Nathan Maldonado,16,Sales,Bachelor,Manager,1958686,3,2018,3.46,3.17,4.24,0.8,46,3,0.57,0.95,6,3,0.84,0.72,0,0.84,5.0,0.67,1,0.69,0.63,1.3,2,False,True,1,19
E02583,Cynthia Miller,13,Operations,Master,Senior,1546739,0,2023,3.51,3.81,3.75,0.99,43,0,0.59,0.89,51,0,0.81,0.77,0,0.88,4.15,0.62,0,0.98,0.59,1.14,2,False,True,1,17
E04492,Carlos Hensley,21,IT,Bachelor,Entry,664412,2,2022,3.3,2.68,2.16,1.0,50,3,0.09,0.94,25,1,0.54,1.0,0,1.0,4.95,0.87,2,0.84,0.79,1.26,0,False,True,1,9
E04238,Robert Campbell,10,Finance,Bachelor,Mid,874165,3,2023,3.55,3.54,3.25,1.0,47,2,0.6,0.9,20,3,0.63,0.68,0,0.84,3.83,0.92,5,0.69,0.57,1.3,2,False,True,1,12
E02082,Christopher Taylor,9,Legal,Master,Entry,620436,3,2024,3.2,3.9,3.5,0.77,36,1,0.35,0.9,154,3,0.82,0.55,0,0.81,4.37,0.62,2,0.72,0.66,1.22,2,True,True,1,14
E04243,Mario Peters,22,Sales,Master,Manager,2023771,1,2016,3.41,3.7,3.57,0.98,57,5,0.5,0.96,26,3,0.9,0.88,0,0.97,3.51,1.0,0,0.63,0.5,1.21,3,False,False,1,14
E03512,Shawna Silva,2,Sales,Master,Mid,860306,0,2025,2.69,3.4,3.0,1.0,9,2,0.49,0.98,18,0,1.0,0.56,0,0.93,4.68,0.69,4,0.9,0.82,1.3,2,False,False,1,9
E04438,Christopher Ward,3,Sales,Master,Entry,606566,0,2023,3.05,3.29,3.3,1.0,31,0,0.35,1.0,18,0,0.71,0.43,0,1.0,4.04,0.77,1,0.65,1.0,1.24,0,False,False,1,9
E02186,Martha Martinez,13,IT,Bachelor,Senior,1427096,3,2015,3.38,2.87,3.63,1.0,26,0,0.41,0.93,2,3,0.85,0.84,0,0.91,5.0,0.97,1,0.2,0.58,1.15,3,False,False,1,18
E01942,Larry Harding,21,Legal,Bachelor,Entry,608293,3,2022,3.27,3.25,3.5,1.0,55,4,0.57,0.88,9,3,0.9,0.85,0,0.97,4.85,0.75,4,0.74,0.72,1.09,3,False,False,1,17
E04842,Kathy Hull,12,Sales,Bachelor,Senior,1356502,0,2013,2.73,3.76,2.75,0.97,34,1,0.44,0.95,7,0,0.96,0.99,0,1.0,4.76,0.8,1,0.52,0.98,1.21,1,False,True,1,18
E02733,Carl Dean,9,IT,Bachelor,Mid,1034999,0,2019,3.29,3.5,3.32,1.0,30,2,0.5,0.93,16,3,1.0,0.57,0,0.93,4.89,0.8,4,0.58,0.68,1.1,3,False,False,1,15
E01646,Mrs. Felicia Castro DDS,4,Finance,Bachelor,Senior,1504636,1,2023,3.76,3.5,3.81,1.0,21,1,0.48,0.9,51,1,0.91,0.67,0,0.91,4.07,0.67,2,0.64,0.75,1.1,3,False,False,1,9
E03452,Erin Jacobs,0,Legal,Master,Mid,878738,0,2025,3.35,3.73,2.42,1.0,32,0,0.29,0.89,6,1,0.95,0.2,0,1.0,4.44,0.61,0,0.37,0.8,1.14,0,False,False,1,13
E03633,Christina Hess,22,Operations,Diploma,Mid,963360,1,2011,3.22,2.82,3.44,0.81,48,4,0.36,0.94,41,3,0.68,1.0,0,0.97,4.24,0.77,4,0.72,0.76,1.2,3,True,True,1,15
E04203,Jennifer Smith,0,Operations,Master,Manager,1722124,0,2025,3.65,2.37,4.08,1.0,36,3,0.27,0.93,22,3,0.66,0.47,0,0.86,4.69,0.61,3,0.77,0.91,1.22,0,False,False,1,9
E02243,Jason Chaney,11,Finance,Bachelor,Mid,776967,2,2015,2.72,2.99,3.2,1.0,42,1,0.36,0.95,28,2,0.5,0.56,0,0.93,4.95,0.58,3,0.79,0.64,1.04,3,True,False,1,9
E01614,Brittany Melton,22,Finance,Bachelor,Senior,1468753,2,2012,3.25,4.05,2.91,1.0,47,4,0.22,0.95,22,2,0.82,0.78,0,0.97,4.11,0.61,0,0.27,0.75,1.14,0,False,False,1,16
E04473,Linda Patrick,18,HR,Bachelor,Mid,970609,3,2024,3.61,3.61,3.81,1.0,36,2,0.37,0.93,53,1,0.88,0.98,0,0.86,5.0,0.71,5,0.7,0.62,1.02,0,False,False,1,10
E01925,Cody Hart,17,Finance,Bachelor,Mid,960772,2,2009,3.17,2.36,4.23,1.0,29,1,0.48,0.93,58,1,0.57,0.61,0,1.0,4.69,0.61,1,0.23,0.84,1.16,0,False,True,1,12
E02572,Erin Ramirez,20,Legal,Master,Senior,1462705,0,2008,3.39,4.17,3.43,0.98,51,4,0.48,0.91,58,1,0.81,1.0,0,0.88,4.12,0.79,0,0.64,1.0,1.15,0,False,False,1,18
E04631,Christina Martin,18,Operations,Bachelor,Senior,1512819,0,2015,3.07,3.67,2.93,1.0,16,8,0.22,0.94,7,2,0.59,0.8,0,0.93,4.51,0.46,0,0.96,0.96,1.21,0,False,True,1,11
E04954,Matthew Miller,13,Finance,Master,Mid,838076,1,2024,3.6,3.4,3.33,1.0,42,4,0.48,0.97,22,2,0.96,0.74,0,0.94,4.34,0.74,2,0.7,0.56,1.12,0,False,False,1,12
E03995,Ana Higgins,7,Operations,Master,Mid,870443,0,2018,4.1,4.58,3.11,0.9,40,1,0.42,0.88,52,1,0.8,0.64,0,0.66,4.97,0.82,4,0.94,0.84,1.15,3,False,True,1,8
E01751,Nicole Acosta,7,Finance,Bachelor,Leadership,3522263,0,2022,3.23,4.15,3.15,1.0,26,0,0.31,0.9,19,1,0.81,0.86,0,0.88,5.0,0.92,4,0.92,0.61,1.06,1,False,False,1,18
E01529,James Miller,22,Legal,Master,Senior,1416170,1,2025,3.42,3.32,3.42,0.9,59,2,0.37,0.95,45,0,1.0,0.85,0,0.83,3.66,0.81,0,0.84,0.69,1.22,3,True,False,1,8
E01673,Julia Reeves,4,IT,Bachelor,Manager,1700000,0,2023,3.35,3.7,2.72,1.0,35,0,0.17,0.93,8,1,0.86,0.51,0,0.91,3.97,0.8,5,1.0,0.7,1.27,2,False,True,1,10
E03096,Kathleen Mooney,17,Sales,Bachelor,Senior,1501789,2,2014,2.72,2.66,3.54,1.0,56,3,0.42,0.92,9,2,0.75,0.69,0,1.0,4.89,0.87,3,0.63,0.5,1.24,0,False,False,1,10
E04554,John Hebert,22,Operations,Master,Leadership,3624375,1,2011,3.88,4.45,3.05,0.89,65,2,0.38,0.91,13,1,0.66,0.88,0,0.83,4.21,1.0,4,1.0,0.68,1.17,3,False,True,1,18
E02199,Billy Williams,0,Sales,Master,Mid,907251,0,2025,3.72,4.55,2.92,0.99,17,0,0.32,0.93,8,0,0.82,0.71,0,0.75,3.41,0.61,5,0.94,0.65,1.3,1,False,True,1,12
E00422,Maria Jones,25,IT,Bachelor,Mid,1034999,2,2001,3.67,3.72,3.07,1.0,53,7,0.5,0.93,31,1,0.87,1.0,0,0.8,5.0,0.99,3,0.46,0.94,1.12,3,False,False,1,14
E04226,Katherine Harrison,7,Finance,Bachelor,Entry,585714,2,2019,3.07,2.5,3.41,1.0,28,6,0.48,0.94,13,2,0.78,0.56,0,1.0,4.66,0.64,0,0.71,0.65,1.24,0,False,False,1,17
E02561,Valerie Benson,21,Operations,Master,Entry,620043,0,2012,3.81,3.11,3.3,0.96,37,2,0.63,0.95,29,3,0.76,1.0,0,0.88,5.0,1.0,3,0.82,0.6,1.12,0,False,True,1,8
E02190,Karen Hart,9,Legal,Bachelor,Leadership,3636914,1,2022,3.17,3.31,2.88,1.0,35,1,0.24,0.96,41,1,1.0,0.7,0,0.75,5.0,0.78,1,0.81,1.0,1.1,2,True,False,1,15
E03387,Heather Morales,24,Sales,Bachelor,Entry,683103,1,2024,3.03,4.11,3.0,1.0,32,4,0.22,0.94,26,2,0.88,0.79,0,0.9,3.44,0.57,1,0.34,0.76,1.08,2,True,False,1,19
E02105,Heidi Burnett,19,Finance,Master,Mid,765000,1,2024,3.65,3.06,3.66,1.0,50,3,0.34,0.91,23,0,0.86,1.0,0,0.87,3.62,0.78,2,0.43,0.8,1.3,2,False,False,1,16
E03958,Natalie Huff,23,HR,Bachelor,Entry,676248,3,2014,3.05,3.45,2.58,0.87,63,2,0.33,0.86,3,0,0.74,0.89,0,0.91,4.48,0.73,5,0.33,0.72,1.18,3,True,True,1,15
E00717,Steven Rivera,21,IT,Master,Entry,554136,0,2022,3.48,4.59,3.17,1.0,43,3,0.24,0.91,20,1,0.8,0.79,0,0.78,4.04,0.59,2,1.0,1.0,1.18,2,False,False,1,9
E00899,Kevin Snyder,9,Finance,Bachelor,Entry,558694,2,2022,3.22,2.99,3.05,1.0,46,3,0.62,0.91,14,3,0.77,0.76,0,0.85,5.0,0.71,3,0.85,1.0,1.27,0,False,True,0,0
E00479,Curtis Williams,10,Operations,Master,Mid,931399,2,2024,3.61,3.88,2.87,0.82,38,0,0.55,0.93,13,0,0.93,0.67,0,0.94,4.11,0.98,2,0.82,0.73,1.3,2,False,True,0,0
E02960,Isaac Chase,15,Legal,Bachelor,Mid,914640,3,2017,3.15,3.08,3.57,1.0,45,2,0.28,0.98,44,1,0.91,0.96,0,1.0,4.92,0.67,3,1.0,0.69,1.08,0,False,False,0,0
E02203,Matthew White,22,HR,Bachelor,Entry,690000,3,2008,3.14,3.08,3.79,0.95,47,3,0.44,0.91,64,3,0.65,0.87,0,0.94,4.52,0.85,2,0.7,0.98,1.23,2,False,False,0,0
E03421,Kayla Waters,2,Operations,Bachelor,Mid,900848,0,2024,3.38,2.96,4.23,1.0,20,1,0.29,0.95,53,2,1.0,0.76,0,0.9,4.29,0.58,0,0.5,0.61,1.18,3,False,True,0,0
E01365,Karen Gomez,21,Finance,Master,Senior,1237979,1,2012,3.92,3.6,2.98,1.0,51,3,0.38,0.94,1,1,0.82,0.93,0,0.91,4.83,0.77,1,0.58,0.98,1.01,0,False,False,0,0
E03490,Michael Robertson,17,Sales,Master,Senior,1327761,2,2011,3.55,3.27,2.36,1.0,39,3,0.25,0.97,34,2,0.69,1.0,0,0.96,5.0,0.97,2,0.38,0.87,1.12,2,False,True,0,0
E01270,Amanda Perkins,1,Finance,Diploma,Leadership,3669916,0,2025,3.59,3.37,3.55,1.0,45,0,0.63,0.98,4,0,0.93,0.61,0,0.79,4.05,0.79,5,0.68,0.8,1.29,2,False,True,0,0
E01946,Anita Luna,23,Sales,Master,Senior,1197583,0,2024,3.31,3.11,3.38,1.0,58,2,0.52,0.92,13,1,0.83,1.0,0,0.99,4.53,0.88,4,0.77,1.0,1.13,1,False,True,0,0
E02730,Robert Young,23,IT,Diploma,Entry,510000,0,2011,3.13,2.9,2.5,0.92,51,4,0.51,0.93,4,1,0.81,0.97,0,0.89,4.3,1.0,3,0.59,0.93,1.25,3,True,False,0,0
E01145,Michael Cruz,19,IT,Master,Mid,987322,0,2023,3.1,3.05,3.59,0.93,36,2,0.22,0.92,44,3,0.48,0.98,0,1.0,4.73,0.86,3,0.49,0.82,1.19,0,False,False,0,0
E03174,Tracie Wiley,22,Operations,Master,Entry,581453,3,2022,3.76,3.8,3.04,1.0,43,4,0.55,0.92,3,0,0.9,0.79,0,0.75,4.33,0.57,4,0.4,0.86,1.24,3,False,True,0,0
E00388,James Padilla,17,Legal,Bachelor,Mid,1034999,0,2018,3.63,3.35,4.0,1.0,36,2,0.49,0.89,13,3,0.58,0.66,0,1.0,2.71,0.98,4,0.69,0.57,1.23,3,False,True,0,0
E04959,Connie Ramirez,18,Operations,Master,Entry,627110,3,2015,3.39,2.14,2.65,1.0,39,3,0.35,0.97,17,3,0.8,0.94,0,0.87,5.0,0.71,0,0.55,0.75,1.13,0,True,True,0,0
E02895,Meghan Hernandez,23,IT,Diploma,Mid,856616,1,2009,3.15,4.06,3.18,1.0,51,1,0.31,0.95,4,2,0.83,0.97,0,1.0,3.98,0.71,4,0.51,0.78,1.11,3,False,False,0,0
E03827,Alexander Guzman,3,Sales,Diploma,Mid,962964,0,2024,3.66,3.33,2.82,1.0,53,0,0.52,0.99,34,1,1.0,0.57,0,0.74,4.87,0.8,5,0.95,0.73,1.28,3,False,True,0,0
E02937,Rose Mcdonald,21,Finance,Bachelor,Senior,1190000,1,2008,3.66,3.17,3.0,1.0,40,7,0.76,0.96,24,0,0.95,0.82,0,0.9,4.71,0.81,3,0.57,0.6,1.15,0,False,False,0,0
E00960,Mitchell Sellers,24,Sales,Master,Entry,599761,1,2015,3.01,2.86,3.58,1.0,58,5,0.57,0.93,7,0,0.35,1.0,0,0.99,3.43,0.89,0,0.8,0.84,1.12,1,True,True,0,0
E03341,Claudia Brown,2,HR,PhD,Mid,919044,0,2024,3.12,3.13,2.5,1.0,36,1,0.32,0.9,14,3,0.79,0.39,0,0.98,5.0,0.98,1,0.96,1.0,1.19,2,False,False,0,0
E04192,Anita Chapman,14,Legal,Bachelor,Entry,690000,0,2025,3.66,3.64,2.05,1.0,31,2,0.37,0.96,9,0,0.48,0.79,0,0.94,4.67,0.55,3,0.78,1.0,1.14,3,False,True,0,0
E03255,Phillip Obrien,22,Operations,Master,Leadership,3230257,2,2018,3.06,2.6,3.03,0.94,45,3,0.45,0.89,32,1,0.95,0.94,0,0.97,4.39,0.69,1,0.51,0.96,1.14,0,True,False,0,0
E03216,Charles Yang,0,Operations,Master,Entry,510000,0,2025,3.31,2.98,4.12,1.0,23,2,0.37,0.9,46,1,1.0,0.77,0,1.0,4.68,0.67,3,0.67,0.86,1.04,1,False,False,0,0
E01280,Nancy Webb,13,Legal,Master,Entry,654862,2,2021,3.82,2.87,4.39,1.0,47,3,0.6,0.89,40,3,1.0,0.84,0,0.71,4.33,0.56,3,0.45,0.54,1.02,0,True,False,0,0
E04679,Anthony Jones,3,Operations,Bachelor,Mid,853155,1,2022,3.56,3.54,3.54,0.94,33,2,0.46,0.9,14,3,0.79,0.18,0,0.76,4.44,0.76,2,0.76,0.69,1.3,0,False,False,0,0
E00618,Jonathan Jacobson,8,Legal,Diploma,Senior,1609999,0,2023,3.42,2.98,3.14,1.0,39,1,0.62,0.92,17,2,0.52,0.55,0,0.86,4.45,0.9,5,1.0,0.93,1.29,1,False,False,0,0
E02095,Charles Thompson,2,HR,Bachelor,Entry,513080,0,2024,3.17,4.01,2.97,1.0,34,0,0.49,0.91,51,3,0.78,0.59,0,0.99,3.8,0.83,0,0.64,0.75,1.17,0,False,False,0,0
E00127,Michelle Evans,24,IT,Bachelor,Mid,911780,2,2001,3.37,3.31,3.79,1.0,32,5,0.18,0.98,22,2,0.75,1.0,0,1.0,3.15,0.92,1,0.69,0.84,1.24,2,False,False,0,0
E03845,Sara Hamilton,13,Sales,Master,Mid,877890,3,2017,3.82,3.84,3.09,1.0,47,4,0.29,0.97,20,0,0.83,0.89,0,0.84,2.35,0.8,4,0.78,0.6,1.17,1,True,False,0,0
E04446,Sara Hernandez,14,Sales,Bachelor,Mid,855040,3,2019,3.7,3.37,2.29,1.0,35,1,0.21,0.96,9,2,0.46,0.77,0,1.0,3.44,0.67,5,0.41,0.74,1.27,0,False,False,0,0
E01261,Eugene Patterson,17,Operations,Diploma,Senior,1199119,0,2014,3.15,3.07,3.4,1.0,32,2,0.7,1.0,20,2,0.73,0.68,0,0.93,5.0,0.59,5,0.96,0.73,1.15,0,False,False,0,0
E04937,Anna Pierce,9,IT,Diploma,Manager,1853839,1,2023,3.45,2.41,3.9,0.98,20,3,0.64,0.91,7,2,0.86,0.51,0,0.98,4.26,1.0,3,0.48,0.73,1.22,1,False,False,0,0
E03638,Kimberly White,22,Sales,Bachelor,Senior,1358587,1,2009,3.75,3.77,3.87,0.9,55,3,0.67,0.97,22,1,1.0,0.66,0,0.96,3.78,0.95,2,0.68,0.71,1.13,2,False,False,0,0
E02526,Whitney Jones,24,Operations,PhD,Entry,552148,3,2005,3.32,3.05,3.28,0.91,59,2,0.43,0.93,48,0,0.7,0.84,0,0.85,5.0,1.0,0,1.0,0.77,1.3,1,False,True,0,0
E03358,Lisa Martin,17,Finance,Master,Manager,1787811,1,2014,3.0,3.48,3.54,1.0,41,2,0.57,0.93,5,3,0.75,0.77,0,1.0,4.89,0.74,0,0.64,0.64,1.05,1,False,False,0,0
E02770,Nichole Klein,17,Sales,Master,Entry,690000,3,2025,3.93,2.43,2.99,1.0,27,4,0.44,0.89,31,1,0.69,0.72,0,0.88,5.0,0.49,0,0.68,0.79,1.18,1,False,False,0,0
E03602,Elizabeth Miller,22,HR,Bachelor,Entry,522684,0,2018,2.67,2.56,2.61,1.0,40,5,0.13,0.95,29,3,1.0,0.95,0,0.84,5.0,0.55,5,0.39,0.74,1.24,0,True,True,0,0
E03915,Ruben Jones,6,Sales,Bachelor,Mid,905983,0,2021,3.32,3.2,3.55,0.94,43,1,0.08,0.93,19,0,0.88,0.75,0,0.9,5.0,0.76,4,0.75,0.74,1.17,3,False,False,0,0
E00802,Krista Wilson,25,Operations,Bachelor,Entry,652626,2,2007,2.94,2.49,2.35,0.94,58,3,0.59,0.88,39,1,0.91,0.82,0,1.0,4.75,0.68,4,0.62,1.0,1.16,1,True,False,0,0
E04567,Michael Serrano,7,Sales,Bachelor,Mid,817407,0,2023,3.62,3.21,3.59,1.0,26,3,0.17,0.92,24,1,0.71,0.51,0,0.93,4.23,0.8,5,0.66,0.59,1.13,2,False,False,0,0
E03511,Tanya Hill,13,Sales,Bachelor,Entry,548385,3,2025,4.21,3.89,2.83,0.88,46,3,0.42,0.93,64,1,0.81,0.69,0,0.86,5.0,0.87,2,0.73,0.8,1.06,0,False,False,0,0
E00721,Randy Friedman,24,Sales,Bachelor,Mid,985758,2,2022,3.88,3.02,2.59,1.0,57,2,0.58,0.91,4,1,0.68,1.0,0,0.73,5.0,0.73,0,0.44,1.0,1.29,0,False,False,0,0
E02729,Joshua Clark,12,Finance,Bachelor,Entry,519741,3,2018,3.75,4.18,2.51,1.0,28,2,0.4,0.96,5,0,0.98,0.78,0,0.91,4.33,0.79,2,0.46,0.78,1.07,2,False,True,0,0
E04320,Michael Preston,0,Sales,Bachelor,Senior,1349596,0,2025,3.19,3.21,3.38,1.0,30,0,0.13,0.93,9,0,0.87,0.37,0,1.0,4.0,0.89,2,1.0,0.7,1.2,1,False,True,0,0
E04354,Andrew Freeman,17,Operations,Bachelor,Leadership,3664217,3,2015,3.9,4.47,3.52,0.94,59,1,0.52,0.92,52,0,0.82,0.84,0,0.74,4.43,0.97,3,0.72,0.99,1.11,1,False,True,0,0
E03981,Michelle Holden,4,Legal,Bachelor,Leadership,2975000,1,2024,3.43,3.47,3.1,1.0,39,2,0.43,0.94,50,1,0.84,0.49,0,0.87,4.87,0.43,2,0.88,0.65,1.14,1,False,True,0,0
E02686,Mr. William Hopkins,14,IT,Bachelor,Senior,1325250,0,2020,3.15,4.18,3.65,1.0,31,2,0.38,0.96,26,0,0.81,0.46,0,0.92,3.9,0.69,5,0.73,0.56,1.13,0,False,True,0,0
E00346,Theresa Williams,10,HR,Master,Senior,1449897,2,2024,3.96,3.51,3.81,1.0,24,0,0.41,0.93,26,1,1.0,0.6,0,0.74,3.45,0.71,3,0.9,1.0,1.3,0,False,False,0,0
E02257,Susan Moore,7,HR,Bachelor,Senior,1190000,1,2024,3.34,3.68,4.39,0.95,40,4,0.59,0.9,0,3,0.71,0.68,0,0.66,4.65,0.86,2,0.43,0.85,1.29,0,False,False,0,0
E01898,Lauren Haley,5,Finance,Master,Mid,835472,0,2020,3.34,3.66,2.83,0.97,31,3,0.38,0.93,34,2,0.88,0.94,0,0.95,4.51,0.45,5,0.76,0.49,1.16,3,False,False,0,0
E02521,Keith Long,6,Operations,Master,Mid,931553,0,2020,3.8,2.57,4.21,1.0,51,2,0.54,0.97,8,3,0.88,0.57,0,0.9,5.0,0.41,3,0.57,1.0,1.04,3,False,False,0,0
E00140,Angel Perry,2,IT,Diploma,Senior,1423385,0,2024,3.29,3.19,2.6,0.9,32,3,0.44,0.9,6,0,0.56,0.7,0,0.88,5.0,0.61,3,0.48,0.76,1.08,3,True,True,0,0
E01485,Jacob Obrien,13,Operations,Diploma,Senior,1274937,1,2020,3.86,3.51,2.9,1.0,36,4,0.3,0.95,17,1,0.75,0.57,0,0.92,3.58,0.91,5,0.79,0.81,1.21,1,False,True,0,0
E00387,Adam Burgess,19,IT,Bachelor,Senior,1297217,0,2008,3.55,3.91,3.17,0.92,48,4,0.53,0.92,13,2,0.83,0.8,0,0.94,4.21,0.57,5,0.55,1.0,1.15,3,False,False,0,0
E03176,Kelsey Baker,8,IT,Master,Mid,841276,2,2021,3.82,3.55,3.36,1.0,42,1,0.45,0.94,0,3,1.0,1.0,0,1.0,2.95,0.82,3,0.51,0.8,1.18,2,False,True,0,0
E02890,Ashley Jackson,3,Legal,Diploma,Mid,882738,1,2023,3.04,3.23,3.72,1.0,36,1,0.32,0.95,1,0,0.64,0.58,0,1.0,5.0,0.79,1,0.59,0.97,1.04,2,False,False,0,0
E02168,Jordan Nelson,10,Legal,Master,Senior,1361255,3,2017,3.89,2.89,3.44,1.0,53,2,0.24,0.91,28,2,0.68,0.63,0,0.88,3.99,0.53,3,0.56,0.93,1.22,0,False,False,0,0
E00839,Michael Young,12,HR,PhD,Manager,1700000,1,2024,3.12,3.6,3.8,0.99,38,0,0.41,0.94,11,1,0.97,0.48,0,0.73,5.0,0.71,1,0.49,0.65,1.24,3,False,False,0,0
E04665,Jason Jones,0,Legal,Bachelor,Entry,602702,0,2025,3.51,4.48,3.63,0.88,14,1,0.34,0.89,5,1,0.82,0.73,0,0.89,3.98,0.83,0,0.87,0.9,1.15,0,False,False,0,0
E00298,William Barrett,5,IT,Master,Mid,862220,1,2023,3.21,3.52,4.05,1.0,28,1,0.15,0.92,36,0,0.8,0.56,0,1.0,3.72,0.83,3,0.85,0.85,1.12,1,False,False,0,0
E02113,Kaitlin Gutierrez,22,IT,Bachelor,Entry,541085,3,2017,3.09,4.44,3.05,0.98,38,1,0.7,0.95,13,0,0.84,1.0,0,0.91,3.96,0.79,0,0.76,0.4,1.18,3,False,False,0,0
